attempt_id,test_id,user_id,start_time,end_time,test_type,score,is_free,questions_count,correct_answers_count,total_time_taken,test_completed,upgrade_now_email_status,test_result_email_status
67332,45,19731,2/02/2017 9:48,2/02/2017 9:52,2,16,1,25,4,249,1,1,1
67333,45,21630,2/02/2017 9:45,2/02/2017 9:52,2,32,1,25,8,406,1,0,1
67334,45,21315,2/02/2017 9:40,2/02/2017 10:00,2,36,1,25,9,1185,1,0,1
67335,28,21558,2/02/2017 9:47,2/02/2017 10:05,2,60,0,25,15,1117,1,0,0
67336,26,21630,2/02/2017 9:57,2/02/2017 10:07,1,48,1,25,12,584,1,0,0
67337,36,21629,2/02/2017 9:49,2/02/2017 10:12,3,32,1,25,8,1381,1,0,0
67338,45,21455,2/02/2017 9:55,2/02/2017 10:15,2,32,1,25,8,1194,1,1,0
67339,26,21631,2/02/2017 10:15,2/02/2017 10:27,1,68,1,25,17,755,1,0,1
67340,45,377,2/02/2017 10:24,2/02/2017 10:33,2,44,1,25,11,500,1,0,0
67341,18,20279,2/02/2017 10:43,2/02/2017 10:50,1,76,0,25,19,441,1,0,0
67342,25,21558,2/02/2017 11:02,2/02/2017 11:13,1,72,0,25,18,682,1,0,0
67343,36,21474,2/02/2017 10:58,2/02/2017 11:22,3,60,1,25,15,1444,1,0,0
67344,34,21558,2/02/2017 11:17,2/02/2017 11:28,1,68,0,25,17,652,1,0,0
67345,45,21629,2/02/2017 11:11,2/02/2017 11:28,2,12,1,25,3,999,1,1,0
67346,26,21632,2/02/2017 11:27,2/02/2017 11:37,1,60,1,25,15,622,1,0,1
67347,26,21568,2/02/2017 11:27,2/02/2017 11:40,1,88,1,25,22,801,1,0,0
67348,36,21629,2/02/2017 11:35,2/02/2017 11:44,3,24,1,25,6,558,1,0,0
67349,20,21558,2/02/2017 11:39,2/02/2017 11:58,3,60,0,25,15,1146,1,0,0
67350,36,21632,2/02/2017 11:41,2/02/2017 12:00,3,44,1,25,11,1164,1,0,0
67351,45,21629,2/02/2017 11:51,2/02/2017 12:07,2,36,1,25,9,991,1,1,0
67352,26,21633,2/02/2017 12:06,2/02/2017 12:18,1,68,1,25,17,703,1,0,1
67353,45,21629,2/02/2017 12:18,2/02/2017 12:36,2,36,1,25,9,1091,1,0,0
67354,36,21634,2/02/2017 12:23,2/02/2017 12:48,3,28,1,25,7,1494,1,0,1
67355,26,21635,2/02/2017 12:40,2/02/2017 12:59,1,60,1,25,15,1143,1,0,1
67356,45,21629,2/02/2017 13:03,2/02/2017 13:06,2,4,1,25,1,172,1,1,0
67357,45,21632,2/02/2017 12:48,2/02/2017 13:07,2,56,1,25,14,1104,1,1,0
67358,26,21636,2/02/2017 13:24,2/02/2017 13:34,1,56,1,25,14,588,1,0,1
67359,26,21344,2/02/2017 13:29,2/02/2017 13:46,1,60,1,25,15,1001,1,1,0
67360,36,19312,2/02/2017 13:58,2/02/2017 13:59,3,36,1,25,9,51,1,0,0
67361,26,21629,2/02/2017 13:51,2/02/2017 14:01,1,80,1,25,20,612,1,0,0
67362,40,19312,2/02/2017 14:05,2/02/2017 14:06,3,28,0,25,7,51,1,0,0
67363,42,19312,2/02/2017 14:09,2/02/2017 14:10,3,32,0,25,8,52,1,0,0
67364,45,19312,2/02/2017 14:12,2/02/2017 14:14,2,16,1,25,4,121,1,0,0
67365,45,21637,2/02/2017 14:00,2/02/2017 14:19,2,48,1,25,12,1131,1,0,1
67366,19,19312,2/02/2017 14:20,2/02/2017 14:21,2,20,0,25,5,68,1,0,0
67367,28,19312,2/02/2017 14:24,2/02/2017 14:25,2,12,0,25,3,66,1,0,0
67368,44,19312,2/02/2017 14:29,2/02/2017 14:30,2,28,0,25,7,93,1,0,0
67369,36,21629,2/02/2017 14:11,2/02/2017 14:27,3,48,1,25,12,1002,1,1,0
67370,26,21638,2/02/2017 14:28,2/02/2017 14:38,1,84,1,25,21,616,1,0,1
67371,49,19312,2/02/2017 14:35,2/02/2017 14:39,2,32,0,25,8,215,1,0,0
67372,45,21639,2/02/2017 14:19,2/02/2017 14:39,2,28,1,25,7,1168,1,0,1
67373,45,21640,2/02/2017 14:24,2/02/2017 14:41,2,76,1,25,19,998,1,0,1
67374,45,21641,2/02/2017 14:39,2/02/2017 14:57,2,80,1,25,20,1099,1,0,1
67375,49,17693,2/02/2017 14:49,2/02/2017 15:08,2,40,0,25,10,1142,1,0,0
67376,26,21642,2/02/2017 15:01,2/02/2017 15:12,1,44,1,25,11,707,1,0,1
67377,26,21643,2/02/2017 15:00,2/02/2017 15:15,1,60,1,25,15,939,1,0,1
67378,43,21336,2/02/2017 15:16,2/02/2017 15:40,3,72,0,25,18,1425,1,0,0
67379,45,21644,2/02/2017 15:58,2/02/2017 16:17,2,12,1,25,3,1121,1,0,1
67380,26,21645,2/02/2017 17:03,2/02/2017 17:18,1,60,1,25,15,904,1,0,1
67381,45,21644,2/02/2017 16:59,2/02/2017 17:16,2,28,1,25,7,1015,1,0,0
67382,26,21646,2/02/2017 17:02,2/02/2017 17:21,1,52,1,25,13,1161,1,0,1
67383,45,21645,2/02/2017 17:26,2/02/2017 17:44,2,52,1,25,13,1117,1,0,0
67384,36,21644,2/02/2017 17:37,2/02/2017 17:59,3,28,1,25,7,1320,1,1,0
67385,45,21645,2/02/2017 17:49,2/02/2017 18:09,2,80,1,25,20,1194,1,1,0
67386,56,17693,2/02/2017 18:16,2/02/2017 18:35,2,44,0,25,11,1163,1,0,0
67387,29,21508,2/02/2017 18:42,2/02/2017 18:42,3,0,0,25,0,0,1,0,0
67388,36,21645,2/02/2017 18:33,2/02/2017 18:56,3,32,1,25,8,1388,1,0,0
67389,26,21647,2/02/2017 19:02,2/02/2017 19:22,1,28,1,25,7,1157,1,0,1
67390,26,21648,2/02/2017 19:15,2/02/2017 19:32,1,56,1,25,14,1008,1,0,1
67391,45,21649,2/02/2017 19:43,2/02/2017 20:03,2,56,1,25,14,1163,1,0,1
67392,26,21650,2/02/2017 19:58,2/02/2017 20:08,1,64,1,25,16,560,1,0,1
67393,18,21508,2/02/2017 20:12,2/02/2017 20:26,1,68,0,25,17,878,1,0,0
67394,45,21574,2/02/2017 20:10,2/02/2017 20:28,2,28,1,25,7,1116,1,0,0
67395,36,21649,2/02/2017 20:05,2/02/2017 20:30,3,64,1,25,16,1498,1,0,0
67396,26,21590,2/02/2017 20:23,2/02/2017 20:32,1,44,1,25,11,552,1,1,0
67397,45,21651,2/02/2017 20:18,2/02/2017 20:37,2,32,1,25,8,1117,1,0,1
67398,36,21652,2/02/2017 20:39,2/02/2017 21:01,3,28,1,25,7,1318,1,0,1
67399,26,21653,2/02/2017 20:51,2/02/2017 21:10,1,76,1,25,19,1130,1,0,1
67400,21,21508,2/02/2017 21:13,2/02/2017 21:28,1,80,0,25,20,889,1,0,0
67401,26,21653,2/02/2017 21:20,2/02/2017 21:28,1,80,1,25,20,500,1,0,0
67402,45,21434,2/02/2017 21:21,2/02/2017 21:41,2,68,1,25,17,1175,1,0,0
67403,26,377,2/02/2017 21:27,2/02/2017 21:47,1,52,1,25,13,1195,1,0,0
67404,36,21654,2/02/2017 21:37,2/02/2017 21:49,3,32,1,25,8,715,1,0,1
67405,26,21655,2/02/2017 21:26,2/02/2017 21:46,1,68,1,25,17,1197,1,0,1
67406,25,21508,2/02/2017 21:42,2/02/2017 22:01,1,60,0,25,15,1098,1,0,0
67407,26,21590,2/02/2017 20:38,2/02/2017 20:44,1,24,1,25,6,354,1,0,0
67408,45,21656,2/02/2017 21:46,2/02/2017 22:02,2,32,1,25,8,940,1,0,1
67409,19,17693,2/02/2017 21:47,2/02/2017 22:02,2,32,0,25,8,923,1,0,0
67410,45,377,2/02/2017 21:59,2/02/2017 22:19,2,32,1,25,8,1174,1,0,0
67411,36,21406,2/02/2017 22:05,2/02/2017 22:19,3,68,1,25,17,811,1,0,0
67412,45,21657,2/02/2017 22:13,2/02/2017 22:32,2,40,1,25,10,1104,1,0,1
67413,28,21508,2/02/2017 22:19,2/02/2017 22:36,2,52,0,25,13,1014,1,0,0
67414,20,21508,2/02/2017 22:40,2/02/2017 22:40,3,0,0,25,0,0,1,0,0
67415,36,21658,2/02/2017 22:25,2/02/2017 22:50,3,52,1,25,13,1495,1,0,1
67416,45,21659,2/02/2017 22:34,2/02/2017 22:54,2,48,1,25,12,1197,1,0,1
67417,45,21660,2/02/2017 22:48,2/02/2017 23:08,2,40,1,25,10,1180,1,0,1
67418,45,21661,2/02/2017 22:37,2/02/2017 22:55,2,12,1,25,3,1088,1,0,1
67419,45,21662,2/02/2017 23:01,2/02/2017 23:21,2,36,1,25,9,1198,1,0,1
67420,45,377,2/02/2017 23:05,2/02/2017 23:25,2,88,1,25,22,1197,1,0,0
67421,26,21663,2/02/2017 23:20,2/02/2017 23:28,1,68,1,25,17,477,1,0,1
67422,36,21620,2/02/2017 23:15,2/02/2017 23:40,3,36,1,25,9,1499,1,0,0
67423,45,377,2/02/2017 23:39,2/02/2017 23:59,2,24,1,25,6,1175,1,0,0
67424,28,21508,2/02/2017 23:41,2/02/2017 23:59,2,72,0,25,18,1069,1,0,0
67425,28,17693,2/02/2017 23:47,3/02/2017 0:07,2,64,0,25,16,1197,1,0,0
67426,45,21646,2/02/2017 23:51,3/02/2017 0:11,2,28,1,25,7,1192,1,0,0
67427,26,21654,3/02/2017 0:27,3/02/2017 0:30,1,40,1,25,10,162,1,0,0
67428,26,21662,3/02/2017 0:14,3/02/2017 0:29,1,68,1,25,17,873,1,0,0
67429,36,21664,3/02/2017 0:08,3/02/2017 0:33,3,44,1,25,11,1462,1,0,1
67430,45,21665,3/02/2017 0:33,3/02/2017 0:44,2,32,1,25,8,638,1,0,1
67431,45,377,3/02/2017 0:43,3/02/2017 0:56,2,16,1,25,4,799,1,0,0
67432,25,21504,3/02/2017 0:43,3/02/2017 0:59,1,72,0,25,18,963,1,0,0
67433,43,20968,3/02/2017 0:45,3/02/2017 1:09,3,92,0,25,23,1431,1,0,0
67434,26,21666,3/02/2017 0:54,3/02/2017 1:09,1,80,1,25,20,872,1,0,1
67435,26,21667,3/02/2017 1:03,3/02/2017 1:16,1,76,1,25,19,745,1,0,1
67436,26,21668,3/02/2017 1:06,3/02/2017 1:16,1,56,1,25,14,616,1,0,1
67437,36,377,3/02/2017 1:07,3/02/2017 1:18,3,12,1,25,3,653,1,0,0
67438,45,21663,3/02/2017 1:06,3/02/2017 1:19,2,24,1,25,6,751,1,0,0
67439,36,21669,3/02/2017 0:57,3/02/2017 1:22,3,28,1,25,7,1499,1,0,1
67440,45,21670,3/02/2017 1:06,3/02/2017 1:18,2,36,1,25,9,745,1,0,1
67441,26,21671,3/02/2017 1:11,3/02/2017 1:28,1,80,1,25,20,1043,1,0,1
67442,44,21504,3/02/2017 1:27,3/02/2017 1:46,2,44,0,25,11,1121,1,0,0
67443,45,21667,3/02/2017 1:27,3/02/2017 1:47,2,68,1,25,17,1191,1,0,0
67444,26,21672,3/02/2017 1:36,3/02/2017 1:46,1,68,1,25,17,623,1,0,1
67445,45,21673,3/02/2017 1:28,3/02/2017 1:48,2,56,1,25,14,1196,1,0,1
67446,36,21669,3/02/2017 1:25,3/02/2017 1:50,3,20,1,25,5,1498,1,0,0
67447,45,21663,3/02/2017 2:02,3/02/2017 2:02,2,0,1,25,0,0,1,1,0
67448,26,21508,3/02/2017 1:46,3/02/2017 2:03,1,76,1,25,19,1036,1,0,0
67449,36,21669,3/02/2017 2:05,3/02/2017 2:23,3,48,1,25,12,1068,1,1,0
67450,44,21508,3/02/2017 2:22,3/02/2017 2:28,2,12,0,25,3,328,1,0,0
67451,49,21504,3/02/2017 2:19,3/02/2017 2:39,2,48,0,25,12,1199,1,0,0
67452,45,21674,3/02/2017 2:10,3/02/2017 2:25,2,12,1,25,3,931,1,0,1
67453,36,21675,3/02/2017 2:16,3/02/2017 2:39,3,68,1,25,17,1377,1,0,1
67454,36,21676,3/02/2017 2:20,3/02/2017 2:44,3,44,1,25,11,1468,1,0,1
67455,36,21677,3/02/2017 2:49,3/02/2017 3:13,3,44,1,25,11,1466,1,0,1
67456,45,21678,3/02/2017 3:10,3/02/2017 3:30,2,60,1,25,15,1166,1,0,1
67457,26,21679,3/02/2017 3:25,3/02/2017 3:31,1,44,1,25,11,386,1,0,1
67458,45,21303,3/02/2017 3:21,3/02/2017 3:41,2,28,1,25,7,1199,1,0,0
67459,36,21680,3/02/2017 3:33,3/02/2017 3:47,3,28,1,25,7,811,1,0,1
67460,45,21679,3/02/2017 3:55,3/02/2017 4:02,2,24,1,25,6,404,1,0,0
67461,25,21404,3/02/2017 4:03,3/02/2017 4:14,1,88,0,25,22,710,1,0,0
67462,45,21681,3/02/2017 3:59,3/02/2017 4:17,2,40,1,25,10,1081,1,0,1
67463,45,21682,3/02/2017 4:14,3/02/2017 4:33,2,48,1,25,12,1184,1,0,1
67464,44,21404,3/02/2017 4:16,3/02/2017 4:36,2,56,0,25,14,1199,1,0,0
67465,45,21683,3/02/2017 4:51,3/02/2017 5:09,2,44,1,25,11,1082,1,0,1
67466,45,21596,3/02/2017 4:47,3/02/2017 5:05,2,28,1,25,7,1072,1,0,1
67467,36,21677,3/02/2017 4:53,3/02/2017 5:14,3,88,1,25,22,1231,1,0,0
67468,36,21684,3/02/2017 4:59,3/02/2017 5:16,3,36,1,25,9,1024,1,0,1
67469,36,21685,3/02/2017 5:09,3/02/2017 5:33,3,64,1,25,16,1446,1,0,1
67470,45,21110,3/02/2017 5:08,3/02/2017 5:28,2,76,1,25,19,1198,1,0,1
67471,45,21686,3/02/2017 5:20,3/02/2017 5:40,2,16,1,25,4,1174,1,0,1
67472,44,21508,3/02/2017 5:28,3/02/2017 5:44,2,40,0,25,10,924,1,0,0
67473,26,21404,3/02/2017 5:38,3/02/2017 5:50,1,68,1,25,17,673,1,0,0
67474,45,20981,3/02/2017 5:32,3/02/2017 5:43,2,4,1,25,1,683,1,0,0
67475,45,21434,3/02/2017 5:36,3/02/2017 5:51,2,72,1,25,18,896,1,1,0
67476,36,21203,3/02/2017 5:46,3/02/2017 6:08,3,80,1,25,20,1365,1,0,0
67477,45,21404,3/02/2017 5:55,3/02/2017 6:14,2,52,1,25,13,1118,1,0,0
67478,45,21687,3/02/2017 6:02,3/02/2017 6:21,2,40,1,25,10,1168,1,0,1
67479,26,21686,3/02/2017 6:16,3/02/2017 6:30,1,56,1,25,14,871,1,0,0
67480,45,21688,3/02/2017 6:12,3/02/2017 6:31,2,36,1,25,9,1144,1,0,1
67481,45,21655,3/02/2017 6:13,3/02/2017 6:26,2,24,1,25,6,752,1,0,0
67482,45,21689,3/02/2017 6:01,3/02/2017 6:21,2,32,1,25,8,1168,1,0,1
67483,36,21680,3/02/2017 6:30,3/02/2017 6:54,3,64,1,25,16,1444,1,0,0
67484,45,21533,3/02/2017 6:54,3/02/2017 6:54,2,0,1,25,0,0,1,0,0
67485,26,21690,3/02/2017 6:43,3/02/2017 6:55,1,44,1,25,11,727,1,0,1
67486,26,21691,3/02/2017 6:42,3/02/2017 6:58,1,56,1,25,14,973,1,0,1
67487,26,21692,3/02/2017 6:47,3/02/2017 6:58,1,36,1,25,9,630,1,0,1
67488,26,21537,3/02/2017 7:04,3/02/2017 7:17,1,84,1,25,21,809,1,0,1
67489,26,21688,3/02/2017 7:09,3/02/2017 7:18,1,72,1,25,18,553,1,0,0
67490,45,18115,3/02/2017 7:08,3/02/2017 7:27,2,24,1,25,6,1155,1,0,0
67491,45,21693,3/02/2017 7:04,3/02/2017 7:24,2,64,1,25,16,1189,1,0,1
67492,26,21694,3/02/2017 7:23,3/02/2017 7:33,1,60,1,25,15,644,1,0,1
67493,26,21655,3/02/2017 7:26,3/02/2017 7:35,1,72,1,25,18,543,1,1,0
67494,26,21695,3/02/2017 7:38,3/02/2017 7:50,1,64,1,25,16,741,1,0,1
67495,45,21696,3/02/2017 7:31,3/02/2017 7:45,2,56,1,25,14,853,1,0,1
67496,45,18115,3/02/2017 7:38,3/02/2017 7:58,2,36,1,25,9,1180,1,1,0
67497,20,19466,3/02/2017 7:38,3/02/2017 8:03,3,20,0,25,5,1497,1,0,0
67498,45,21696,3/02/2017 8:03,3/02/2017 8:06,2,44,1,25,11,152,1,0,0
67499,45,21691,3/02/2017 7:55,3/02/2017 8:05,2,20,1,25,5,652,1,0,0
67500,26,21628,3/02/2017 8:03,3/02/2017 8:12,1,64,1,25,16,570,1,0,0
67501,26,21528,3/02/2017 8:18,3/02/2017 8:24,1,84,1,25,21,365,1,0,0
67502,45,21697,3/02/2017 8:05,3/02/2017 8:23,2,44,1,25,11,1078,1,0,1
67503,36,21632,3/02/2017 8:08,3/02/2017 8:25,3,48,1,25,12,1020,1,0,0
67504,26,21698,3/02/2017 8:20,3/02/2017 8:35,1,68,1,25,17,902,1,0,1
67505,25,20179,3/02/2017 8:18,3/02/2017 8:36,1,68,0,25,17,1130,1,0,0
67506,45,21699,3/02/2017 8:22,3/02/2017 8:40,2,52,1,25,13,1110,1,0,1
67507,36,21541,3/02/2017 8:22,3/02/2017 8:46,3,60,1,25,15,1438,1,0,0
67508,45,21700,3/02/2017 8:42,3/02/2017 9:01,2,32,1,25,8,1135,1,0,1
67509,45,21700,3/02/2017 9:13,3/02/2017 9:33,2,52,1,25,13,1179,1,0,0
67510,45,21701,3/02/2017 9:16,3/02/2017 9:36,2,36,1,25,9,1197,1,0,1
67511,36,21685,3/02/2017 8:57,3/02/2017 8:58,3,8,1,25,2,58,1,0,0
67512,45,21646,3/02/2017 9:22,3/02/2017 9:41,2,24,1,25,6,1172,1,1,0
67513,36,21702,3/02/2017 9:31,3/02/2017 9:56,3,48,1,25,12,1495,1,0,1
67514,26,21703,3/02/2017 9:47,3/02/2017 10:03,1,36,1,25,9,985,1,0,1
67515,19,19466,3/02/2017 10:05,3/02/2017 10:24,2,44,0,25,11,1152,1,0,0
67516,26,21704,3/02/2017 10:40,3/02/2017 10:50,1,48,1,25,12,656,1,0,1
67517,36,21474,3/02/2017 10:32,3/02/2017 10:56,3,68,1,25,17,1453,1,1,0
67518,26,21705,3/02/2017 10:39,3/02/2017 10:58,1,72,1,25,18,1180,1,0,1
67519,19,19466,3/02/2017 10:45,3/02/2017 11:05,2,52,0,25,13,1195,1,0,0
67520,36,21706,3/02/2017 10:54,3/02/2017 11:17,3,16,1,25,4,1428,1,0,1
67521,36,21704,3/02/2017 10:58,3/02/2017 11:21,3,68,1,25,17,1431,1,0,0
67522,36,4771,3/02/2017 11:34,3/02/2017 11:40,3,8,1,25,2,328,1,0,0
67523,36,11695,3/02/2017 12:02,3/02/2017 12:27,3,48,1,25,12,1491,1,0,0
67524,36,21707,3/02/2017 12:48,3/02/2017 12:57,3,16,1,25,4,561,1,0,1
67525,36,21708,3/02/2017 13:04,3/02/2017 13:29,3,40,1,25,10,1483,1,0,1
67526,26,12142,3/02/2017 13:09,3/02/2017 13:12,1,76,1,25,19,193,1,0,0
67527,44,14785,3/02/2017 13:13,3/02/2017 13:33,2,56,0,25,14,1176,1,0,0
67528,44,21558,3/02/2017 13:33,3/02/2017 13:47,2,28,0,25,7,821,1,0,0
67529,26,21710,3/02/2017 13:43,3/02/2017 13:55,1,64,1,25,16,711,1,0,1
67530,36,21675,3/02/2017 13:46,3/02/2017 13:59,3,92,1,25,23,824,1,0,0
67531,45,21711,3/02/2017 13:55,3/02/2017 14:14,2,80,1,25,20,1167,1,0,1
67532,26,21712,3/02/2017 13:58,3/02/2017 14:18,1,48,1,25,12,1179,1,0,1
67533,45,21558,3/02/2017 13:59,3/02/2017 14:19,2,64,1,25,16,1166,1,0,0
67534,36,21713,3/02/2017 13:34,3/02/2017 13:59,3,68,1,25,17,1499,1,0,1
67535,26,21713,3/02/2017 14:28,3/02/2017 14:36,1,68,1,25,17,498,1,0,0
67536,34,17693,3/02/2017 14:48,3/02/2017 15:00,1,80,0,25,20,734,1,0,0
67537,49,21558,3/02/2017 14:52,3/02/2017 15:11,2,36,0,25,9,1149,1,0,0
67538,45,21675,3/02/2017 15:01,3/02/2017 15:20,2,48,1,25,12,1156,1,1,0
67539,26,21714,3/02/2017 15:00,3/02/2017 15:20,1,68,1,25,17,1149,1,0,1
67540,45,21704,3/02/2017 15:19,3/02/2017 15:37,2,48,1,25,12,1077,1,1,0
67541,56,21558,3/02/2017 15:28,3/02/2017 15:46,2,24,0,25,6,1034,1,0,0
67542,45,21675,3/02/2017 15:33,3/02/2017 15:53,2,68,1,25,17,1185,1,0,0
67543,35,17693,3/02/2017 15:57,3/02/2017 16:12,1,76,0,25,19,878,1,0,0
67544,36,21715,3/02/2017 15:53,3/02/2017 16:18,3,48,1,25,12,1490,1,0,1
67545,26,21548,3/02/2017 16:42,3/02/2017 16:51,1,96,1,25,24,549,1,1,0
67546,45,21716,3/02/2017 16:47,3/02/2017 17:07,2,20,1,25,5,1199,1,0,1
67547,35,21558,3/02/2017 16:58,3/02/2017 17:08,1,80,0,25,20,623,1,0,0
67548,26,17693,3/02/2017 17:00,3/02/2017 17:15,1,68,1,25,17,875,1,0,0
67549,36,21714,3/02/2017 16:54,3/02/2017 17:12,3,28,1,25,7,1030,1,0,0
67550,26,21717,3/02/2017 17:10,3/02/2017 17:25,1,40,1,25,10,902,1,0,1
67551,26,21718,3/02/2017 17:14,3/02/2017 17:27,1,84,1,25,21,771,1,0,1
67552,20,20230,3/02/2017 17:19,3/02/2017 17:39,3,36,0,25,9,1205,1,0,0
67553,26,21717,3/02/2017 17:44,3/02/2017 17:50,1,80,1,25,20,361,1,0,0
67554,36,21717,3/02/2017 17:54,3/02/2017 18:19,3,20,1,25,5,1499,1,1,0
67555,25,17693,3/02/2017 18:10,3/02/2017 18:26,1,84,0,25,21,957,1,0,0
67556,36,21685,3/02/2017 18:21,3/02/2017 18:39,3,68,1,25,17,1091,1,1,0
67557,45,21657,3/02/2017 18:45,3/02/2017 19:04,2,44,1,25,11,1148,1,0,0
67558,36,21691,3/02/2017 18:57,3/02/2017 19:21,3,12,1,25,3,1491,1,1,0
67559,26,21657,3/02/2017 19:07,3/02/2017 19:23,1,80,1,25,20,950,1,1,0
67560,26,21719,3/02/2017 19:08,3/02/2017 19:20,1,64,1,25,16,706,1,0,1
67561,36,21537,3/02/2017 19:10,3/02/2017 19:35,3,44,1,25,11,1483,1,1,1
67562,26,21720,3/02/2017 19:24,3/02/2017 19:38,1,64,1,25,16,864,1,0,1
67563,26,21719,3/02/2017 19:43,3/02/2017 19:46,1,100,1,25,25,186,1,0,0
67564,45,21657,3/02/2017 19:32,3/02/2017 19:46,2,16,1,25,4,824,1,0,0
67565,45,21719,3/02/2017 19:52,3/02/2017 20:05,2,28,1,25,7,824,1,1,0
67566,36,21537,3/02/2017 19:54,3/02/2017 20:17,3,64,1,25,16,1382,1,0,0
67567,26,21721,3/02/2017 20:09,3/02/2017 20:22,1,80,1,25,20,798,1,0,1
67568,45,21719,3/02/2017 20:19,3/02/2017 20:27,2,44,1,25,11,511,1,0,0
67569,36,21537,3/02/2017 20:21,3/02/2017 20:41,3,80,1,25,20,1250,1,1,0
67570,26,21722,3/02/2017 20:49,3/02/2017 20:57,1,64,1,25,16,515,1,0,1
67571,45,21721,3/02/2017 20:47,3/02/2017 21:06,2,48,1,25,12,1171,1,0,0
67572,26,21723,3/02/2017 20:48,3/02/2017 21:08,1,60,1,25,15,1195,1,0,1
67573,45,21724,3/02/2017 20:49,3/02/2017 21:08,2,72,1,25,18,1162,1,0,1
67574,36,21725,3/02/2017 20:52,3/02/2017 21:17,3,48,1,25,12,1483,1,0,1
67575,26,21726,3/02/2017 21:14,3/02/2017 21:28,1,48,1,25,12,849,1,0,1
67576,26,21727,3/02/2017 21:09,3/02/2017 21:28,1,48,1,25,12,1142,1,0,1
67577,36,21728,3/02/2017 21:07,3/02/2017 21:24,3,56,1,25,14,1016,1,0,1
67578,36,21723,3/02/2017 21:18,3/02/2017 21:42,3,28,1,25,7,1435,1,0,0
67579,36,21724,3/02/2017 21:18,3/02/2017 21:42,3,56,1,25,14,1400,1,0,0
67580,45,21729,3/02/2017 21:24,3/02/2017 21:44,2,56,1,25,14,1161,1,0,1
67581,34,21508,3/02/2017 21:33,3/02/2017 21:48,1,72,0,25,18,887,1,0,0
67582,36,21726,3/02/2017 21:33,3/02/2017 21:49,3,20,1,25,5,1016,1,0,0
67583,26,21724,3/02/2017 21:47,3/02/2017 21:57,1,68,1,25,17,571,1,1,0
67584,26,21665,3/02/2017 21:45,3/02/2017 21:59,1,52,1,25,13,856,1,0,0
67585,45,21730,3/02/2017 22:12,3/02/2017 22:32,2,72,1,25,18,1189,1,0,1
67586,26,21732,3/02/2017 22:24,3/02/2017 22:35,1,92,1,25,23,668,1,0,1
67587,35,21508,3/02/2017 22:26,3/02/2017 22:42,1,80,0,25,20,968,1,0,0
67588,26,21733,3/02/2017 22:39,3/02/2017 22:48,1,80,1,25,20,539,1,0,1
67589,45,21734,3/02/2017 22:03,3/02/2017 22:23,2,56,1,25,14,1187,1,0,1
67590,36,21731,3/02/2017 22:35,3/02/2017 22:52,3,80,1,25,20,1048,1,0,0
67591,45,21660,3/02/2017 22:50,3/02/2017 23:08,2,68,1,25,17,1054,1,0,0
67592,26,21734,3/02/2017 22:54,3/02/2017 23:11,1,72,1,25,18,1060,1,0,0
67593,26,21735,3/02/2017 23:00,3/02/2017 23:11,1,36,1,25,9,648,1,0,1
67594,45,21736,3/02/2017 23:08,3/02/2017 23:18,2,12,1,25,3,584,1,0,1
67595,26,21737,3/02/2017 23:15,3/02/2017 23:30,1,60,1,25,15,931,1,0,1
67596,45,21738,3/02/2017 23:31,3/02/2017 23:51,2,56,1,25,14,1160,1,0,1
67597,45,21739,3/02/2017 23:34,3/02/2017 23:54,2,32,1,25,8,1198,1,0,1
67598,36,21740,3/02/2017 23:40,4/02/2017 0:03,3,20,1,25,5,1356,1,0,1
67599,36,21741,3/02/2017 23:52,4/02/2017 0:12,3,28,1,25,7,1194,1,0,1
67600,45,21739,4/02/2017 0:09,4/02/2017 0:29,2,68,1,25,17,1177,1,0,0
67601,26,21739,4/02/2017 0:44,4/02/2017 0:59,1,76,1,25,19,891,1,1,0
67602,34,21504,4/02/2017 0:44,4/02/2017 1:01,1,84,0,25,21,1011,1,0,0
67603,26,21742,4/02/2017 1:13,4/02/2017 1:24,1,64,1,25,16,647,1,0,1
67604,45,21676,4/02/2017 0:28,4/02/2017 0:48,2,44,1,25,11,1197,1,0,0
67605,26,21398,4/02/2017 1:26,4/02/2017 1:38,1,56,1,25,14,733,1,0,0
67606,36,21739,4/02/2017 1:18,4/02/2017 1:43,3,44,1,25,11,1489,1,0,0
67607,45,21743,4/02/2017 1:38,4/02/2017 1:55,2,28,1,25,7,1016,1,0,1
67608,56,21504,4/02/2017 1:52,4/02/2017 2:12,2,40,0,25,10,1199,1,0,0
67609,56,21504,4/02/2017 2:13,4/02/2017 2:18,2,32,0,25,8,284,1,0,0
67610,36,21398,4/02/2017 2:03,4/02/2017 2:26,3,68,1,25,17,1368,1,1,0
67611,45,21744,4/02/2017 2:12,4/02/2017 2:30,2,64,1,25,16,1037,1,0,1
67612,26,21745,4/02/2017 2:18,4/02/2017 2:26,1,40,1,25,10,513,1,0,1
67613,26,21745,4/02/2017 2:41,4/02/2017 2:45,1,76,1,25,19,194,1,0,0
67614,45,21746,4/02/2017 2:18,4/02/2017 2:38,2,40,1,25,10,1192,1,0,1
67615,36,21747,4/02/2017 2:34,4/02/2017 2:53,3,28,1,25,7,1139,1,0,1
67616,45,21739,4/02/2017 2:47,4/02/2017 3:04,2,52,1,25,13,1000,1,1,0
67617,36,377,4/02/2017 2:39,4/02/2017 2:51,3,28,1,25,7,744,1,0,0
